img1,img2,label
027_1_3.tif,076_1_1.tif,0
258__M_Right_index_finger.BMP,272__M_Left_index_finger_Obl_3.BMP,0
027_10_7.tif,057_3_4.tif,0
139__M_Right_index_finger.BMP,139__M_Right_index_finger_CR_2.BMP,1
099_2.tif,099_6.tif,1
512__M_Left_index_finger.BMP,255__M_Right_little_finger_CR_1.BMP,0
145__M_Left_little_finger.BMP,243__M_Right_middle_finger_Obl_3.BMP,0
102_8.tif,040_4.tif,0
078_4.tif,078_5.tif,1
076_2_4.tif,076_5_6.tif,0
483__M_Left_index_finger.BMP,483__M_Left_index_finger_CR_3.BMP,1
120__M_Left_index_finger.BMP,120__M_Left_index_finger_Zcut_2.BMP,1
051_1.tif,051_3.tif,1
076_3.tif,096_2.tif,0
017_1_5.tif,076_4_5.tif,0
037_1.tif,026_8.tif,0
435__F_Left_ring_finger.BMP,291__M_Right_ring_finger_Zcut_2.BMP,0
013_6.tif,003_6.tif,0
053_4.tif,001_5.tif,0
077_5.tif,077_7.tif,1
591__M_Left_ring_finger.BMP,389__F_Right_middle_finger_Obl_2.BMP,0
357__M_Left_middle_finger.BMP,357__M_Left_middle_finger_Obl_2.BMP,1
013_5_6.tif,022_10_3.tif,0
012_4_3.tif,013_3_6.tif,0
064_2.tif,064_7.tif,1
027_2_8.tif,076_4_3.tif,0
076_5_2.tif,076_5_7.tif,1
055_3.tif,055_7.tif,1
349__M_Left_middle_finger.BMP,349__M_Left_middle_finger_CR_2.BMP,1
110_5.tif,110_8.tif,1
77__M_Right_index_finger.BMP,206__M_Left_thumb_finger_Zcut_1.BMP,0
027_3.tif,061_5.tif,0
027_4.tif,016_6.tif,0
025_6.tif,118_1.tif,0
471__M_Left_thumb_finger.BMP,140__F_Left_index_finger_Zcut_2.BMP,0
027_2_7.tif,027_4_3.tif,0
085_6.tif,104_2.tif,0
093_3.tif,106_1.tif,0
029_4.tif,019_5.tif,0
509__M_Left_little_finger.BMP,509__M_Left_little_finger_Obl_2.BMP,1
505__M_Right_middle_finger.BMP,505__M_Right_middle_finger_Zcut_1.BMP,1
293__F_Left_little_finger.BMP,395__M_Left_index_finger_Obl_3.BMP,0
022_4_4.tif,027_4_3.tif,0
100_2.tif,080_5.tif,0
012_7_3.tif,027_7_2.tif,0
092_4.tif,049_7.tif,0
080_1.tif,080_2.tif,1
096_7.tif,059_5.tif,0
013_10_7.tif,057_5_8.tif,0
056_5.tif,014_3.tif,0
017_4_5.tif,017_4_7.tif,1
120_1.tif,081_1.tif,0
027_5_7.tif,057_1_4.tif,0
004_4.tif,004_6.tif,1
015_3.tif,015_5.tif,1
98__M_Left_ring_finger.BMP,489__M_Left_thumb_finger_CR_3.BMP,0
176__M_Left_middle_finger.BMP,20__M_Left_index_finger_Obl_3.BMP,0
002_6.tif,109_5.tif,0
065_1.tif,094_6.tif,0
017_8_4.tif,076_6_6.tif,0
157__M_Left_middle_finger.BMP,5__M_Right_middle_finger_Zcut_3.BMP,0
035_6.tif,035_8.tif,1
097_4.tif,051_7.tif,0
131__M_Left_index_finger.BMP,131__M_Left_index_finger_Zcut_1.BMP,1
061_1.tif,095_4.tif,0
013_7_6.tif,022_1_6.tif,0
112_3.tif,006_8.tif,0
012_8_4.tif,027_2_6.tif,0
005_2.tif,005_6.tif,1
386__M_Left_middle_finger.BMP,591__M_Left_ring_finger_Zcut_3.BMP,0
084_6.tif,091_4.tif,0
002_8.tif,030_2.tif,0
013_10_7.tif,017_6_7.tif,0
009_3.tif,067_6.tif,0
077_2.tif,077_6.tif,1
472__M_Left_thumb_finger.BMP,472__M_Left_thumb_finger_CR_1.BMP,1
013_8_8.tif,027_10_8.tif,0
112_5.tif,087_3.tif,0
012_9_7.tif,027_8_4.tif,0
012_3_2.tif,013_9_8.tif,0
022_1_5.tif,076_6_1.tif,0
013_5_2.tif,022_3_6.tif,0
090_1.tif,070_6.tif,0
090_4.tif,079_2.tif,0
007_6.tif,007_7.tif,1
416__M_Right_index_finger.BMP,256__M_Right_thumb_finger_Zcut_2.BMP,0
166__M_Right_thumb_finger.BMP,417__M_Right_middle_finger_CR_1.BMP,0
163__M_Left_ring_finger.BMP,163__M_Left_ring_finger_Obl_2.BMP,1
289__F_Left_thumb_finger.BMP,289__F_Left_thumb_finger_Obl_2.BMP,1
012_1_7.tif,013_7_3.tif,0
017_7_7.tif,076_3_3.tif,0
013_3_1.tif,022_5_7.tif,0
008_1.tif,008_8.tif,1
040_2.tif,060_4.tif,0
040_5.tif,040_8.tif,1
108_4.tif,014_8.tif,0
010_7.tif,046_8.tif,0
022_4_3.tif,027_3_2.tif,0
480__M_Left_middle_finger.BMP,413__M_Left_thumb_finger_Obl_2.BMP,0
048_1.tif,048_2.tif,1
052_1.tif,052_4.tif,1
098_3.tif,054_3.tif,0
017_8.tif,069_6.tif,0
013_9_8.tif,022_5_6.tif,0
104_5.tif,108_6.tif,0
091_3.tif,066_2.tif,0
149__F_Right_middle_finger.BMP,122__M_Right_thumb_finger_CR_3.BMP,0
022_1.tif,060_8.tif,0
066_8.tif,052_7.tif,0
022_6_4.tif,076_8_4.tif,0
057_5.tif,055_6.tif,0
502__F_Right_ring_finger.BMP,468__F_Right_middle_finger_CR_1.BMP,0
431__M_Right_index_finger.BMP,116__M_Right_thumb_finger_CR_2.BMP,0
038_1.tif,038_5.tif,1
138__M_Left_ring_finger.BMP,138__M_Left_ring_finger_CR_3.BMP,1
017_3_8.tif,022_2_6.tif,0
045_1.tif,045_7.tif,1
012_2_2.tif,012_2_5.tif,1
119_6.tif,018_8.tif,0
077_6.tif,084_4.tif,0
009_6.tif,101_8.tif,0
049_1.tif,049_6.tif,1
057_3_3.tif,076_1_4.tif,0
266__M_Right_middle_finger.BMP,156__F_Left_thumb_finger_CR_1.BMP,0
074_7.tif,074_8.tif,1
013_2_7.tif,013_2_8.tif,1
081_5.tif,047_1.tif,0
027_8_6.tif,076_9_7.tif,0
589__M_Right_index_finger.BMP,203__M_Left_little_finger_CR_3.BMP,0
018_4.tif,018_7.tif,1
113_1.tif,113_7.tif,1
017_1.tif,030_3.tif,0
024_1.tif,034_4.tif,0
058_1.tif,082_4.tif,0
074_2.tif,074_3.tif,1
013_4_2.tif,057_2_6.tif,0
067_6.tif,067_8.tif,1
73__M_Right_index_finger.BMP,184__M_Right_ring_finger_Zcut_1.BMP,0
276__M_Right_ring_finger.BMP,276__M_Right_ring_finger_CR_1.BMP,1
012_3_4.tif,022_5_6.tif,0
074_5.tif,074_6.tif,1
012_7_7.tif,013_5_6.tif,0
020_3.tif,027_7.tif,0
022_7_4.tif,027_5_7.tif,0
075_2.tif,120_7.tif,0
022_5_2.tif,027_2_3.tif,0
065_7.tif,018_1.tif,0
102_4.tif,102_7.tif,1
343__M_Left_middle_finger.BMP,55__M_Right_little_finger_Obl_2.BMP,0
003_7.tif,109_5.tif,0
472__M_Right_thumb_finger.BMP,2__F_Right_little_finger_Obl_2.BMP,0
087_6.tif,084_1.tif,0
006_7.tif,028_2.tif,0
016_1.tif,016_3.tif,1
088_7.tif,043_8.tif,0
041_8.tif,025_8.tif,0
046_7.tif,014_7.tif,0
094_6.tif,057_3.tif,0
567__M_Right_thumb_finger.BMP,567__M_Right_thumb_finger_Zcut_1.BMP,1
012_2_8.tif,076_9_4.tif,0
013_5_8.tif,057_1_7.tif,0
594__M_Right_ring_finger.BMP,594__M_Right_ring_finger_CR_3.BMP,1
365__M_Left_little_finger.BMP,537__M_Left_middle_finger_Obl_3.BMP,0
027_1_2.tif,027_1_5.tif,1
012_3_2.tif,076_6_4.tif,0
053_2.tif,053_6.tif,1
013_4_3.tif,022_4_4.tif,0
022_10_4.tif,027_6_1.tif,0
305__M_Left_ring_finger.BMP,307__M_Left_middle_finger_Zcut_2.BMP,0
430__F_Left_index_finger.BMP,589__M_Left_thumb_finger_CR_3.BMP,0
163__M_Right_little_finger.BMP,163__M_Right_little_finger_CR_1.BMP,1
062_6.tif,058_4.tif,0
576__M_Left_middle_finger.BMP,485__M_Left_little_finger_Obl_2.BMP,0
081_6.tif,109_7.tif,0
027_10_3.tif,076_2_8.tif,0
013_10_3.tif,022_7_1.tif,0
013_2_7.tif,013_8_6.tif,0
053_1.tif,048_6.tif,0
024_1.tif,076_5.tif,0
193__M_Left_ring_finger.BMP,193__M_Left_ring_finger_Obl_1.BMP,1
047_3.tif,078_3.tif,0
099_1.tif,099_2.tif,1
103_3.tif,103_8.tif,1
013_9_6.tif,017_4_6.tif,0
012_10_2.tif,017_6_2.tif,0
083_2.tif,004_3.tif,0
401__M_Left_ring_finger.BMP,483__M_Left_little_finger_Obl_1.BMP,0
012_1_4.tif,013_6_7.tif,0
068_4.tif,048_4.tif,0
106_4.tif,004_6.tif,0
16__M_Left_thumb_finger.BMP,16__M_Left_thumb_finger_Zcut_2.BMP,1
013_7_8.tif,027_6_3.tif,0
012_4_6.tif,076_5_5.tif,0
076_7_1.tif,076_7_3.tif,1
033_5.tif,033_7.tif,1
105_2.tif,105_7.tif,1
270__M_Left_thumb_finger.BMP,270__M_Left_thumb_finger_CR_3.BMP,1
513__M_Left_little_finger.BMP,513__M_Left_little_finger_Zcut_1.BMP,1
54__M_Left_ring_finger.BMP,310__M_Right_middle_finger_CR_1.BMP,0
059_1.tif,059_2.tif,1
022_3_8.tif,057_3_3.tif,0
012_2_1.tif,012_2_8.tif,1
012_8_4.tif,076_10_3.tif,0
118_7.tif,061_8.tif,0
070_2.tif,059_4.tif,0
027_7_7.tif,076_3_1.tif,0
067_1.tif,067_4.tif,1
012_4_4.tif,022_6_2.tif,0
418__F_Right_ring_finger.BMP,418__F_Right_ring_finger_Obl_1.BMP,1
092_5.tif,092_6.tif,1
130__F_Left_middle_finger.BMP,110__F_Right_little_finger_Obl_3.BMP,0
013_10_3.tif,013_4_2.tif,0
022_9_6.tif,057_2_7.tif,0
158__M_Left_index_finger.BMP,158__M_Left_index_finger_Obl_1.BMP,1
047_1.tif,059_6.tif,0
033_1.tif,012_1.tif,0
090_5.tif,096_6.tif,0
076_4_8.tif,076_7_4.tif,0
012_9_2.tif,017_2_8.tif,0
407__M_Left_index_finger.BMP,275__F_Left_thumb_finger_Obl_2.BMP,0
012_9_1.tif,022_4_1.tif,0
118_5.tif,072_5.tif,0
042_2.tif,042_7.tif,1
017_7_3.tif,017_9_2.tif,0
104_2.tif,032_3.tif,0
003_4.tif,003_7.tif,1
013_5.tif,013_6.tif,1
558__M_Left_ring_finger.BMP,301__F_Left_index_finger_Zcut_1.BMP,0
022_5_4.tif,022_5_5.tif,1
092_4.tif,017_2.tif,0
057_2_7.tif,057_5_2.tif,0
030_8.tif,028_6.tif,0
043_3.tif,019_5.tif,0
013_3_5.tif,076_6_5.tif,0
027_2.tif,117_1.tif,0
035_4.tif,035_8.tif,1
051_3.tif,051_6.tif,1
017_1_8.tif,057_5_8.tif,0
027_3_5.tif,027_8_4.tif,0
022_8_8.tif,027_4_7.tif,0
45__M_Left_ring_finger.BMP,45__M_Left_ring_finger_Obl_3.BMP,1
012_10_1.tif,013_2_2.tif,0
029_8.tif,007_4.tif,0
065_3.tif,044_3.tif,0
012_7.tif,030_2.tif,0
095_2.tif,095_6.tif,1
086_7.tif,091_2.tif,0
097_3.tif,105_6.tif,0
017_8_4.tif,076_10_4.tif,0
017_6_3.tif,022_2_4.tif,0
117_4.tif,045_7.tif,0
041_3.tif,025_1.tif,0
045_7.tif,066_2.tif,0
104_7.tif,085_7.tif,0
061_5.tif,082_5.tif,0
035_5.tif,046_4.tif,0
076_7_4.tif,076_7_8.tif,1
570__M_Left_little_finger.BMP,533__M_Right_middle_finger_Zcut_3.BMP,0
589__M_Left_index_finger.BMP,221__M_Right_thumb_finger_Zcut_3.BMP,0
017_2_7.tif,017_2_8.tif,1
029_7.tif,060_4.tif,0
012_9_5.tif,022_5_2.tif,0
017_4_4.tif,027_5_7.tif,0
030_8.tif,118_2.tif,0
93__M_Left_middle_finger.BMP,89__M_Right_little_finger_Obl_1.BMP,0
013_9_2.tif,076_10_2.tif,0
013_2_7.tif,076_2_3.tif,0
013_1_8.tif,076_3_2.tif,0
097_3.tif,109_7.tif,0
042_1.tif,015_1.tif,0
011_7.tif,055_3.tif,0
013_9_3.tif,022_8_3.tif,0
585__M_Right_middle_finger.BMP,53__M_Left_index_finger_CR_1.BMP,0
175__M_Left_index_finger.BMP,370__M_Right_middle_finger_CR_3.BMP,0
347__M_Left_index_finger.BMP,347__M_Left_index_finger_CR_2.BMP,1
068_1.tif,068_4.tif,1
012_6_7.tif,017_5_2.tif,0
102_6.tif,102_7.tif,1
031_2.tif,012_3.tif,0
013_7_6.tif,076_7_7.tif,0
101_1.tif,101_4.tif,1
118_5.tif,101_5.tif,0
106__M_Right_middle_finger.BMP,106__M_Right_middle_finger_CR_2.BMP,1
139__M_Right_little_finger.BMP,139__M_Right_little_finger_Zcut_3.BMP,1
120_4.tif,073_1.tif,0
88__F_Left_index_finger.BMP,446__M_Right_middle_finger_Zcut_3.BMP,0
011_6.tif,026_1.tif,0
071_4.tif,022_2.tif,0
078_3.tif,058_4.tif,0
069_1.tif,069_7.tif,1
013_10_2.tif,013_9_8.tif,0
013_7_3.tif,027_7_6.tif,0
050_4.tif,048_8.tif,0
187__M_Right_middle_finger.BMP,557__M_Left_index_finger_Obl_3.BMP,0
435__F_Left_little_finger.BMP,226__M_Left_little_finger_Obl_1.BMP,0
012_7_2.tif,013_4_5.tif,0
017_10_5.tif,057_5_3.tif,0
017_9_4.tif,076_3_6.tif,0
093_1.tif,039_3.tif,0
013_9_1.tif,017_1_7.tif,0
061_6.tif,061_7.tif,1
458__M_Right_middle_finger.BMP,386__M_Right_little_finger_CR_2.BMP,0
102_7.tif,111_1.tif,0
092_6.tif,092_7.tif,1
468__F_Left_thumb_finger.BMP,583__M_Right_ring_finger_Zcut_1.BMP,0
157__M_Right_little_finger.BMP,230__M_Right_thumb_finger_Obl_2.BMP,0
013_4_8.tif,057_5_3.tif,0
013_4_3.tif,076_6_7.tif,0
030_3.tif,030_6.tif,1
001_1.tif,001_4.tif,1
065_7.tif,074_7.tif,0
105_7.tif,011_1.tif,0
592__M_Right_little_finger.BMP,592__M_Right_little_finger_Zcut_1.BMP,1
260__M_Left_ring_finger.BMP,260__M_Left_ring_finger_Zcut_3.BMP,1
017_5_1.tif,076_10_8.tif,0
110_1.tif,110_5.tif,1
077_1.tif,077_4.tif,1
63__M_Left_ring_finger.BMP,118__F_Right_index_finger_Zcut_3.BMP,0
313__M_Left_ring_finger.BMP,313__M_Left_ring_finger_Obl_1.BMP,1
096_2.tif,096_5.tif,1
013_3_5.tif,017_7_3.tif,0
098_3.tif,098_6.tif,1
013_2_3.tif,013_4_6.tif,0
012_1_1.tif,017_3_7.tif,0
013_2_1.tif,013_2_4.tif,1
478__M_Right_little_finger.BMP,478__M_Right_little_finger_Obl_1.BMP,1
027_3.tif,018_6.tif,0
094_4.tif,106_3.tif,0
017_5_3.tif,022_4_4.tif,0
273__M_Left_index_finger.BMP,428__M_Right_index_finger_Zcut_2.BMP,0
231__M_Left_ring_finger.BMP,459__M_Right_index_finger_Obl_2.BMP,0
088_3.tif,073_6.tif,0
493__M_Right_ring_finger.BMP,493__M_Right_ring_finger_Obl_2.BMP,1
025_6.tif,085_5.tif,0
016_8.tif,004_8.tif,0
045_8.tif,115_2.tif,0
090_6.tif,080_5.tif,0
054_3.tif,010_7.tif,0
022_10_3.tif,022_6_6.tif,0
099_8.tif,072_2.tif,0
017_9_5.tif,076_9_4.tif,0
052_6.tif,010_3.tif,0
108_5.tif,049_2.tif,0
049_6.tif,087_5.tif,0
022_8_1.tif,022_8_8.tif,1
101_1.tif,092_1.tif,0
067_1.tif,067_6.tif,1
027_4_1.tif,027_8_2.tif,0
017_3_6.tif,022_5_1.tif,0
017_6_8.tif,076_3_1.tif,0
119_5.tif,119_6.tif,1
013_6_5.tif,076_7_8.tif,0
017_6_6.tif,076_6_8.tif,0
585__M_Left_thumb_finger.BMP,49__M_Right_middle_finger_Zcut_1.BMP,0
113_3.tif,113_6.tif,1
048_4.tif,046_5.tif,0
5__M_Left_little_finger.BMP,5__M_Left_little_finger_Obl_1.BMP,1
012_10_3.tif,012_10_7.tif,1
087_7.tif,009_3.tif,0
047_5.tif,047_6.tif,1
405__M_Right_ring_finger.BMP,405__M_Right_ring_finger_CR_1.BMP,1
228__M_Left_thumb_finger.BMP,228__M_Left_thumb_finger_Zcut_1.BMP,1
068_4.tif,052_1.tif,0
112__M_Right_index_finger.BMP,117__F_Right_index_finger_Zcut_1.BMP,0
002_2.tif,117_2.tif,0
015_1.tif,015_5.tif,1
273__M_Left_thumb_finger.BMP,540__F_Left_index_finger_CR_3.BMP,0
017_8_1.tif,017_9_1.tif,0
025_8.tif,057_1.tif,0
457__M_Left_little_finger.BMP,457__M_Left_little_finger_CR_3.BMP,1
026_1.tif,026_5.tif,1
012_1_6.tif,027_4_5.tif,0
162__M_Right_ring_finger.BMP,375__M_Right_middle_finger_Obl_2.BMP,0
013_6_1.tif,076_8_8.tif,0
003_8.tif,049_5.tif,0
013_9_1.tif,076_3_6.tif,0
024_3.tif,024_8.tif,1
017_4_7.tif,027_6_2.tif,0
011_3.tif,072_5.tif,0
066_2.tif,039_6.tif,0
012_10_5.tif,012_8_1.tif,0
143__M_Right_index_finger.BMP,102__M_Right_little_finger_CR_2.BMP,0
033_5.tif,086_7.tif,0
095_3.tif,088_8.tif,0
060_2.tif,007_5.tif,0
22__M_Right_thumb_finger.BMP,22__M_Right_thumb_finger_Obl_3.BMP,1
012_4_2.tif,027_2_8.tif,0
110_2.tif,102_6.tif,0
032_3.tif,106_1.tif,0
008_3.tif,008_8.tif,1
013_8_3.tif,013_8_5.tif,1
016_1.tif,069_7.tif,0
024_3.tif,024_6.tif,1
256__M_Right_ring_finger.BMP,293__F_Left_ring_finger_CR_1.BMP,0
46__M_Left_ring_finger.BMP,60__M_Right_ring_finger_Obl_3.BMP,0
013_5_1.tif,017_2_6.tif,0
112_6.tif,043_4.tif,0
83__M_Right_thumb_finger.BMP,347__M_Left_middle_finger_Obl_1.BMP,0
056_4.tif,032_2.tif,0
114_5.tif,115_6.tif,0
012_1_3.tif,013_5_4.tif,0
298__M_Left_thumb_finger.BMP,298__M_Left_thumb_finger_CR_1.BMP,1
184__M_Left_ring_finger.BMP,274__M_Left_middle_finger_Obl_1.BMP,0
012_6_2.tif,076_4_5.tif,0
010_3.tif,117_5.tif,0
116_7.tif,056_5.tif,0
076_4_1.tif,076_4_2.tif,1
069_1.tif,115_6.tif,0
012_7_7.tif,057_3_8.tif,0
229__M_Right_middle_finger.BMP,375__M_Left_index_finger_Zcut_1.BMP,0
091_2.tif,091_4.tif,1
33__M_Left_middle_finger.BMP,33__M_Left_middle_finger_Obl_3.BMP,1
111_2.tif,111_6.tif,1
4__M_Right_thumb_finger.BMP,4__M_Right_thumb_finger_Zcut_2.BMP,1
596__M_Left_middle_finger.BMP,24__F_Left_middle_finger_Obl_2.BMP,0
002_4.tif,090_7.tif,0
533__M_Left_ring_finger.BMP,439__M_Right_thumb_finger_Obl_1.BMP,0
070_3.tif,027_7.tif,0
012_3_4.tif,022_6_1.tif,0
075_3.tif,115_8.tif,0
18__M_Left_thumb_finger.BMP,18__M_Left_thumb_finger_CR_1.BMP,1
012_5_1.tif,027_9_5.tif,0
116_4.tif,058_4.tif,0
017_5_7.tif,022_1_2.tif,0
017_2_7.tif,076_5_5.tif,0
583__M_Left_middle_finger.BMP,524__M_Left_little_finger_Zcut_1.BMP,0
088_2.tif,077_5.tif,0
74__F_Right_thumb_finger.BMP,167__M_Left_index_finger_Zcut_1.BMP,0
013_8.tif,052_3.tif,0
026_7.tif,082_4.tif,0
013_6_5.tif,017_4_1.tif,0
038_2.tif,038_6.tif,1
013_3.tif,013_5.tif,1
008_3.tif,008_5.tif,1
022_1_2.tif,057_4_5.tif,0
426__M_Left_ring_finger.BMP,537__M_Right_ring_finger_CR_2.BMP,0
499__M_Right_index_finger.BMP,499__M_Right_index_finger_Zcut_3.BMP,1
013_2.tif,025_5.tif,0
027_3_2.tif,057_5_5.tif,0
